date,country_name,iso3,region_id,region.name,fcs,rcsi,national_fcs,national_rcsi,cfii,alert,national_cfii,national_alert
2025-01-27,Syrian Arab Republic,SYR,900218,Al-Hasakeh,0.5882343832864293,0.6323525426878128,0.5254136808754686,0.5979295062117479,1.2426460056749338,True,1.1596010997553563,True
2025-01-27,Syrian Arab Republic,SYR,900219,Aleppo,0.4499999226790971,0.5312497583721785,0.5254136808754686,0.5979295062117479,1.0218745988978162,True,1.1596010997553563,True
2025-01-27,Syrian Arab Republic,SYR,900220,Ar-Raqqa,0.5945949096164801,0.7297294540855799,0.5254136808754686,0.5979295062117479,1.39189163593661,True,1.1596010997553563,True
2025-01-27,Syrian Arab Republic,SYR,900221,As-Sweida,0.32432243530809635,0.46846723334247325,0.5254136808754686,0.5979295062117479,0.8648620676677581,False,1.1596010997553563,True
2025-01-27,Syrian Arab Republic,SYR,900222,Damascus,0.48066271501991026,0.5911594813881972,0.5254136808754686,0.5979295062117479,1.1270705795922509,True,1.1596010997553563,True
2025-01-27,Syrian Arab Republic,SYR,900223,Dar'a,0.46428507525889817,0.6160702747730106,0.5254136808754686,0.5979295062117479,1.1562479497889648,True,1.1596010997553563,True
2025-01-27,Syrian Arab Republic,SYR,900224,Deir-ez-Zor,0.4666665721017386,0.5499990779919516,0.5254136808754686,0.5979295062117479,1.0583319030387965,True,1.1596010997553563,True
2025-01-27,Syrian Arab Republic,SYR,900225,Hama,0.6932514908254693,0.6625764491230569,0.5254136808754686,0.5979295062117479,1.34049041909732,True,1.1596010997553563,True
2025-01-27,Syrian Arab Republic,SYR,900226,Homs,0.5888318206431694,0.6395938231593807,0.5254136808754686,0.5979295062117479,1.2538066450606558,True,1.1596010997553563,True
2025-01-27,Syrian Arab Republic,SYR,900228,Lattakia,0.6049991801176426,0.6599994113665126,0.5254136808754686,0.5979295062117479,1.2924987071085903,True,1.1596010997553563,True
2025-01-27,Syrian Arab Republic,SYR,900229,Quneitra,0.5130342242564653,0.5043416021547908,0.5254136808754686,0.5979295062117479,1.013029515360419,True,1.1596010997553563,True
2025-01-27,Syrian Arab Republic,SYR,900230,Rural Damascus,0.5033557832115712,0.5503358246058752,0.5254136808754686,0.5979295062117479,1.0771816285145983,True,1.1596010997553563,True
2025-01-27,Syrian Arab Republic,SYR,900231,Tartous,0.5581393390561245,0.6372086477019016,0.5254136808754686,0.5979295062117479,1.2348826410809144,True,1.1596010997553563,True
2025-01-28,Syrian Arab Republic,SYR,900218,Al-Hasakeh,0.5070414084365286,0.6056337074041241,0.5030049881937175,0.5980735207875789,1.1619712653244505,True,1.1486127752782271,True
2025-01-28,Syrian Arab Republic,SYR,900219,Aleppo,0.4499999226790971,0.5312497583721785,0.5030049881937175,0.5980735207875789,1.0218745988978162,True,1.1486127752782271,True
2025-01-28,Syrian Arab Republic,SYR,900220,Ar-Raqqa,0.49999927151188966,0.7380939545685675,0.5030049881937175,0.5980735207875789,1.3571405676087962,True,1.1486127752782271,True
2025-01-28,Syrian Arab Republic,SYR,900221,As-Sweida,0.286821830459631,0.4806179669564563,0.5030049881937175,0.5980735207875789,0.8643378656645,False,1.1486127752782271,True
2025-01-28,Syrian Arab Republic,SYR,900222,Damascus,0.4742855970734567,0.5885706327618901,0.5030049881937175,0.5980735207875789,1.1199987476795634,True,1.1486127752782271,True
2025-01-28,Syrian Arab Republic,SYR,900223,Dar'a,0.44827503941375396,0.6120682628325815,0.5030049881937175,0.5980735207875789,1.1422399139557493,True,1.1486127752782271,True
2025-01-28,Syrian Arab Republic,SYR,900224,Deir-ez-Zor,0.43749991134537997,0.5468741799447646,0.5030049881937175,0.5980735207875789,1.0390612255898368,True,1.1486127752782271,True
2025-01-28,Syrian Arab Republic,SYR,900225,Hama,0.6937494395691821,0.6624994991894819,0.5030049881937175,0.5980735207875789,1.340623968568814,True,1.1486127752782271,True
2025-01-28,Syrian Arab Republic,SYR,900226,Homs,0.5873016193732101,0.6296293302944829,0.5030049881937175,0.5980735207875789,1.2380948051283294,True,1.1486127752782271,True
2025-01-28,Syrian Arab Republic,SYR,900228,Lattakia,0.5824175177325838,0.6538456687086642,0.5030049881937175,0.5980735207875789,1.2719772619292882,True,1.1486127752782271,True
2025-01-28,Syrian Arab Republic,SYR,900229,Quneitra,0.523356124390198,0.5420504416944492,0.5030049881937175,0.5980735207875789,1.0747537247367727,True,1.1486127752782271,True
2025-01-28,Syrian Arab Republic,SYR,900230,Rural Damascus,0.4900659519689386,0.5430457969511799,0.5030049881937175,0.5980735207875789,1.0596016714112393,True,1.1486127752782271,True
2025-01-28,Syrian Arab Republic,SYR,900231,Tartous,0.5582512125644776,0.6407765705597045,0.5030049881937175,0.5980735207875789,1.2402904621217954,True,1.1486127752782271,True
2025-01-29,Syrian Arab Republic,SYR,900218,Al-Hasakeh,0.5285701566606924,0.5999994193450987,0.5022019941677776,0.6067578117590444,1.1642842073479942,True,1.1612377147224553,True
2025-01-29,Syrian Arab Republic,SYR,900219,Aleppo,0.4499999226790971,0.5312497583721785,0.5022019941677776,0.6067578117590444,1.0218745988978162,True,1.1612377147224553,True
2025-01-29,Syrian Arab Republic,SYR,900220,Ar-Raqqa,0.47727189944532916,0.7272729921774946,0.5022019941677776,0.6067578117590444,1.3295454379889067,True,1.1612377147224553,True
2025-01-29,Syrian Arab Republic,SYR,900221,As-Sweida,0.30596998876325965,0.5074624859540745,0.5022019941677776,0.6067578117590444,0.9141787233127415,False,1.1612377147224553,True
